UNIVERSITAS;PROGRAM STUDI;JENJANG;KEKETATAN;DAYA TAMPUNG 2024;PEMINAT;RATA-RATA;Column1
UNIVERSITAS AIRLANGGA;EKONOMI PEMBANGUNAN;S1;13,27586207;77;580;699,48;TRUE
UNIVERSITAS AIRLANGGA;FARMASI;S1;4,880883207;84;1721;740,15;TRUE
UNIVERSITAS AIRLANGGA;FISIKA;S1;31,68316832;32;101;604,43;TRUE
UNIVERSITAS AIRLANGGA;FISIOTERAPI;D4;6,651884701;30;451;696,53;TRUE
UNIVERSITAS AIRLANGGA;GIZI;S1;6,299212598;48;762;715,07;TRUE
UNIVERSITAS AIRLANGGA;ILMU HUBUNGAN INTERNASIONAL;S1;5,096262741;45;883;722,99;TRUE
UNIVERSITAS AIRLANGGA;ILMU HUKUM;S1;5,540897098;105;1895;741,63;TRUE
UNIVERSITAS AIRLANGGA;ILMU INFORMASI DAN PERPUSTAKAAN;S1;15,59322034;46;295;678,24;TRUE
UNIVERSITAS AIRLANGGA;ILMU KOMUNIKASI;S1;5,573080967;53;951;726,1;TRUE
UNIVERSITAS AIRLANGGA;ILMU POLITIK;S1;10,41009464;33;317;683,81;TRUE
UNIVERSITAS AIRLANGGA;ILMU SEJARAH;S1;17,2972973;32;185;665,68;TRUE
UNIVERSITAS AIRLANGGA;KEBIDANAN;S1;6,18556701;30;485;697,27;TRUE
UNIVERSITAS AIRLANGGA;KEDOKTERAN;S1;2,628504673;90;3424;747,37;TRUE
UNIVERSITAS AIRLANGGA;KEDOKTERAN GIGI;S1;5,186721992;75;1446;731,35;TRUE
UNIVERSITAS AIRLANGGA;KEDOKTERAN HEWAN;S1;9,473684211;72;760;621,23;TRUE
UNIVERSITAS AIRLANGGA;KEDOKTERAN HEWAN (FIKKIA BANYUWANGI);S1;12,91512915;35;271;673,01;TRUE
UNIVERSITAS AIRLANGGA;KEPERAWATAN;D3;13,55421687;45;332;687,29;TRUE
UNIVERSITAS AIRLANGGA;KEPERAWATAN;S1;6,190885641;72;1163;688,27;TRUE
UNIVERSITAS AIRLANGGA;KESEHATAN MASYARAKAT;S1;6,850618459;72;1051;630,77;TRUE
UNIVERSITAS AIRLANGGA;KESEHATAN MASYARAKAT (FIKKIA BANYUWANGI);S1;16,59751037;40;241;672,28;TRUE
UNIVERSITAS AIRLANGGA;KESELAMATAN DAN KESEHATAN KERJA;D4;5,875831486;53;902;724,22;TRUE
UNIVERSITAS AIRLANGGA;KIMIA;S1;32;32;100;630,38;TRUE
UNIVERSITAS AIRLANGGA;MANAJEMEN;S1;5,728835137;90;1571;735,29;TRUE
UNIVERSITAS AIRLANGGA;MANAJEMEN PEMASARAN;D3;33,70786517;30;89;660,78;TRUE
UNIVERSITAS AIRLANGGA;MANAJEMEN PERHOTELAN;D4;17,4863388;32;183;665,62;TRUE
UNIVERSITAS AIRLANGGA;MANAJEMEN PERKANTORAN DIGITAL;D4;16,60899654;48;289;673,82;TRUE
UNIVERSITAS AIRLANGGA;MATEMATIKA;S1;17,4863388;32;183;634,98;TRUE
UNIVERSITAS AIRLANGGA;PENGOBAT TRADISIONAL;D4;34,04255319;16;47;660,14;TRUE
UNIVERSITAS AIRLANGGA;PERBANKAN DAN KEUANGAN;D4;20,09569378;42;209;667,29;TRUE
UNIVERSITAS AIRLANGGA;PERPAJAKAN;D3;15,54878049;51;328;687,26;TRUE
UNIVERSITAS AIRLANGGA;PSIKOLOGI;S1;3,340471092;78;2335;745,19;TRUE
UNIVERSITAS AIRLANGGA;REKAYASA NANOTEKNOLOGI;S1;19,33701657;35;181;664,9;TRUE
UNIVERSITAS AIRLANGGA;SISTEM INFORMASI;S1;4,858299595;36;741;646,02;TRUE
UNIVERSITAS AIRLANGGA;SOSIOLOGI;S1;16,1971831;46;284;673,65;TRUE
UNIVERSITAS AIRLANGGA;STATISTIKA;S1;8,372093023;36;430;633,03;TRUE
UNIVERSITAS AIRLANGGA;STUDI KEJEPANGAN;S1;10,47904192;35;334;688,89;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK BIOMEDIS;S1;8,517350158;27;317;679,7;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK ELEKTRO;S1;10,63829787;30;282;673,45;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK INDUSTRI;S1;5,863192182;36;614;701,92;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK INFORMATIKA;D4;1,677852349;45;2682;693,24;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK LINGKUNGAN;S1;8,483290488;33;389;689,34;TRUE
UNIVERSITAS AIRLANGGA;TEKNIK ROBOTIKA DAN KECERDASAN BUATAN;S1;7,672634271;30;391;690,17;TRUE
UNIVERSITAS AIRLANGGA;TEKNOLOGI HASIL PERIKANAN;S1;25,68807339;56;218;641,1;TRUE
UNIVERSITAS AIRLANGGA;TEKNOLOGI LABORATORIUM MEDIK;D4;7,165605096;45;628;671,17;TRUE
UNIVERSITAS AIRLANGGA;TEKNOLOGI RADIOLOGI PENCITRAAN;D4;7,653061224;60;784;703;TRUE
UNIVERSITAS AIRLANGGA;TEKNOLOGI REKAYASA INSTRUMENTASI DAN KONTROL;D4;96,55172414;28;29;721,16;TRUE
UNIVERSITAS AIRLANGGA;TEKNOLOGI SAINS DATA;S1;5,581395349;36;645;656,1;TRUE
UNIVERSITAS ANDALAS;ADMINISTRASI PERKANTORAN;D3;15,6626506;26;166;538,73;TRUE
UNIVERSITAS ANDALAS;ADMINISTRASI PUBLIK;S1;5,247376312;35;667;666,85;TRUE
UNIVERSITAS ANDALAS;AGRIBISNIS;S1;13,51791531;83;614;670,9;TRUE
UNIVERSITAS ANDALAS;AGROEKOTEKNOLOGI;S1;37,36263736;68;182;616,06;TRUE
UNIVERSITAS ANDALAS;AGROTEKNOLOGI;S1;20,26726058;91;449;637,68;TRUE
UNIVERSITAS ANDALAS;AKUNTANSI;D3;33,65384615;35;104;626,56;TRUE
UNIVERSITAS ANDALAS;AKUNTANSI;S1;72,58064516;90;124;628,56;TRUE
UNIVERSITAS ANDALAS;ANTROPOLOGI SOSIAL;S1;16,796875;43;256;578,25;TRUE
UNIVERSITAS ANDALAS;ARSITEKTUR;S1;7,518796992;20;266;632,24;TRUE
UNIVERSITAS ANDALAS;BIOLOGI;S1;29,94350282;53;177;578,25;TRUE
UNIVERSITAS ANDALAS;EKONOMI;S1;12,08178439;65;538;664,86;TRUE
UNIVERSITAS ANDALAS;EKONOMI (KAMPUS 2 PAYAKUMBUH);S1;31,34328358;42;134;528,4;TRUE
UNIVERSITAS ANDALAS;EKONOMI ISLAM;S1;17,24137931;20;116;564,36;TRUE
UNIVERSITAS ANDALAS;FARMASI;S1;3,288559518;71;2159;639,65;TRUE
UNIVERSITAS ANDALAS;FISIKA;S1;58,88888889;53;90;511,91;TRUE
UNIVERSITAS ANDALAS;GIZI;S1;4,046242775;42;1038;606,65;TRUE
UNIVERSITAS ANDALAS;HUBUNGAN INTERNASIONAL;S1;7,706766917;41;532;641,58;TRUE
UNIVERSITAS ANDALAS;HUKUM;S1;10,75735649;223;2073;733,24;TRUE
UNIVERSITAS ANDALAS;ILMU BIOMEDIS;S1;4,411764706;18;408;648,35;TRUE
UNIVERSITAS ANDALAS;ILMU KOMUNIKASI;S1;4,647160069;54;1162;700,18;TRUE
UNIVERSITAS ANDALAS;ILMU POLITIK;S1;11,97411003;37;309;625,5;TRUE
UNIVERSITAS ANDALAS;ILMU TANAH;S1;27,85388128;61;219;614,2;TRUE
UNIVERSITAS ANDALAS;INFORMATIKA;S1;2,570694087;20;778;630,02;TRUE
UNIVERSITAS ANDALAS;KEBIDANAN;S1;6,545454545;36;550;684;TRUE
UNIVERSITAS ANDALAS;KEDOKTERAN;S1;3,26046684;88;2699;744,41;TRUE
UNIVERSITAS ANDALAS;KEDOKTERAN GIGI;S1;3,804347826;35;920;693,33;TRUE
UNIVERSITAS ANDALAS;KEPERAWATAN;S1;5,706521739;63;1104;722,53;TRUE
UNIVERSITAS ANDALAS;KESEHATAN MASYARAKAT;S1;5,804311774;70;1206;718,78;TRUE
UNIVERSITAS ANDALAS;KEWIRAUSAHAAN;S1;8,888888889;20;225;633,27;TRUE
UNIVERSITAS ANDALAS;KIMIA;S1;32,29813665;52;161;599,89;TRUE
UNIVERSITAS ANDALAS;MANAJEMEN;S1;54,87804878;90;164;732,8;TRUE
UNIVERSITAS ANDALAS;MANAJEMEN (KAMPUS 2 PAYAKUMBUH);S1;16,28959276;36;221;612,57;TRUE
UNIVERSITAS ANDALAS;MANAJEMEN PEMASARAN;D3;32,94117647;28;85;507,89;TRUE
UNIVERSITAS ANDALAS;MATEMATIKA;S1;32,05128205;50;156;615,04;TRUE
UNIVERSITAS ANDALAS;PENYULUHAN PERTANIAN;S1;16,31205674;23;141;547,99;TRUE
UNIVERSITAS ANDALAS;PERBANKAN DAN KEUANGAN;D3;31,29251701;46;147;524,97;TRUE
UNIVERSITAS ANDALAS;PETERNAKAN;S1;31,33802817;178;568;661,14;TRUE
UNIVERSITAS ANDALAS;PETERNAKAN ( KAMPUS II PAYAKUMBUH);S1;50,45045045;56;111;526,87;TRUE
UNIVERSITAS ANDALAS;PROTEKSI TANAMAN;S1;66,4;83;125;528,18;TRUE
UNIVERSITAS ANDALAS;PSIKOLOGI;S1;4,312449146;53;1229;616,27;TRUE
UNIVERSITAS ANDALAS;SASTRA INDONESIA;S1;32,5443787;55;169;571,02;TRUE
UNIVERSITAS ANDALAS;SASTRA INGGRIS;S1;18,5915493;66;355;621,61;TRUE
UNIVERSITAS ANDALAS;SASTRA JEPANG;S1;25;51;204;570,55;TRUE
UNIVERSITAS ANDALAS;SASTRA MINANGKABAU;S1;118,3673469;58;49;508,59;TRUE
UNIVERSITAS ANDALAS;SEJARAH;S1;47,9338843;58;121;565,4;TRUE
UNIVERSITAS ANDALAS;SISTEM INFORMASI;S1;4,257528557;41;963;631,52;TRUE
UNIVERSITAS ANDALAS;SOSIOLOGI;S1;20,4;51;250;624,51;TRUE
UNIVERSITAS ANDALAS;TEKNIK ELEKTRO;S1;12,36749117;70;566;615,84;TRUE
UNIVERSITAS ANDALAS;TEKNIK INDUSTRI;S1;4,919583728;52;1057;632,62;TRUE
UNIVERSITAS ANDALAS;TEKNIK KOMPUTER;S1;6,40625;41;640;658,83;TRUE
UNIVERSITAS ANDALAS;TEKNIK LINGKUNGAN;S1;8,517887564;50;587;615,16;TRUE
UNIVERSITAS ANDALAS;TEKNIK MESIN;S1;9,983361065;60;601;612,45;TRUE
UNIVERSITAS ANDALAS;TEKNIK PERTANIAN DAN BIOSISTEM;S1;19,67871486;49;249;594,62;TRUE
UNIVERSITAS ANDALAS;TEKNIK SIPIL;S1;7,306889353;70;958;626,59;TRUE
UNIVERSITAS ANDALAS;TEKNOLOGI HASIL PERTANIAN;S1;21,28514056;53;249;618,17;TRUE
UNIVERSITAS ANDALAS;TEKNOLOGI INDUSTRI PERTANIAN;S1;21,18226601;43;203;597,38;TRUE
UNIVERSITAS BANGKA BELITUNG;AGRIBISNIS;S1;44,07894737;67;152;542,72;TRUE
UNIVERSITAS BANGKA BELITUNG;AGROTEKNOLOGI;S1;51,51515152;51;99;536,26;TRUE
UNIVERSITAS BANGKA BELITUNG;AKUAKULTUR;S1;147,2222222;53;36;525,47;TRUE
UNIVERSITAS BANGKA BELITUNG;AKUNTANSI;S1;42,73504274;100;234;546,99;TRUE
UNIVERSITAS BANGKA BELITUNG;ARSITEKTUR;S1;103,2258065;32;31;523,3;TRUE
UNIVERSITAS BANGKA BELITUNG;BIOLOGI;S1;86,36363636;38;44;534,66;TRUE
UNIVERSITAS BANGKA BELITUNG;BISNIS DIGITAL;S1;33,52601156;58;173;541,81;TRUE
UNIVERSITAS BANGKA BELITUNG;EKONOMI;S1;41,56626506;69;166;542,81;TRUE
UNIVERSITAS BANGKA BELITUNG;FISIKA;S1;550;44;8;522;TRUE
UNIVERSITAS BANGKA BELITUNG;HUKUM;S1;50,59288538;128;253;546,41;TRUE
UNIVERSITAS BANGKA BELITUNG;ILMU KELAUTAN;S1;135,483871;42;31;524,88;TRUE
UNIVERSITAS BANGKA BELITUNG;ILMU POLITIK;S1;95,77464789;68;71;535,6;TRUE
UNIVERSITAS BANGKA BELITUNG;KEDOKTERAN;S1;3,361344538;16;476;668,29;TRUE
UNIVERSITAS BANGKA BELITUNG;KEPERAWATAN;D3;28,39506173;46;162;545,36;TRUE
UNIVERSITAS BANGKA BELITUNG;KIMIA;S1;215,3846154;28;13;522,92;TRUE
UNIVERSITAS BANGKA BELITUNG;MANAJEMEN;S1;26,59574468;100;376;547,16;TRUE
UNIVERSITAS BANGKA BELITUNG;MANAJEMEN SUMBERDAYA PERAIRAN;S1;83,72093023;36;43;527,36;TRUE
UNIVERSITAS BANGKA BELITUNG;MATEMATIKA;S1;134,4827586;39;29;526,3;TRUE
UNIVERSITAS BANGKA BELITUNG;PERENCANAAN WILAYAH DAN KOTA;S1;31,39534884;27;86;531,39;TRUE
UNIVERSITAS BANGKA BELITUNG;PERIKANAN TANGKAP;S1;100;17;17;522,68;TRUE
UNIVERSITAS BANGKA BELITUNG;SASTRA INGGRIS;S1;89,83050847;53;59;534,58;TRUE
UNIVERSITAS BANGKA BELITUNG;SOSIOLOGI;S1;52,59259259;71;135;543,64;TRUE
UNIVERSITAS BANGKA BELITUNG;TEKNIK ELEKTRO;S1;92,30769231;48;52;529,36;TRUE
UNIVERSITAS BANGKA BELITUNG;TEKNIK MESIN;S1;58,33333333;35;60;530,22;TRUE
UNIVERSITAS BANGKA BELITUNG;TEKNIK PERTAMBANGAN;S1;23,44827586;34;145;539,55;TRUE
UNIVERSITAS BANGKA BELITUNG;TEKNIK SIPIL;S1;33;33;100;537,11;TRUE
UNIVERSITAS BANGKA BELITUNG;TEKNOLOGI INFORMASI;S1;12,5;27;216;543,74;TRUE
UNIVERSITAS BENGKULU;AGRIBISNIS;S1;27,98353909;68;243;643,88;TRUE
UNIVERSITAS BENGKULU;AGROEKOTEKNOLOGI;S1;34,5177665;68;197;614,27;TRUE
UNIVERSITAS BENGKULU;AKUNTANSI;D3;106,122449;52;49;626,27;TRUE
UNIVERSITAS BENGKULU;AKUNTANSI;S1;15,6202144;102;653;628,51;TRUE
UNIVERSITAS BENGKULU;ARSITEKTUR;S1;17,09401709;20;117;578,5;TRUE
UNIVERSITAS BENGKULU;BIMBINGAN DAN KONSELING;S1;13,01587302;41;315;649,05;TRUE
UNIVERSITAS BENGKULU;BIOLOGI;S1;85,9375;55;64;563,04;TRUE
UNIVERSITAS BENGKULU;EKONOMI PEMBANGUNAN;S1;30;63;210;617,2;TRUE
UNIVERSITAS BENGKULU;FARMASI;D3;19,140625;49;256;611,46;TRUE
UNIVERSITAS BENGKULU;FARMASI;S1;5,517241379;40;725;620,26;TRUE
UNIVERSITAS BENGKULU;FISIKA;S1;272,7272727;60;22;553,25;TRUE
UNIVERSITAS BENGKULU;GEOFISIKA;S1;63,76811594;44;69;577,33;TRUE
UNIVERSITAS BENGKULU;ILMU ADMINISTRASI NEGARA;S1;11,60714286;52;448;659,74;TRUE
UNIVERSITAS BENGKULU;ILMU HUKUM;S1;25,07970244;236;941;701,97;TRUE
UNIVERSITAS BENGKULU;ILMU KELAUTAN;S1;44,54545455;49;110;575,45;TRUE
UNIVERSITAS BENGKULU;ILMU KESEJAHTERAAN SOSIAL;S1;23,33333333;35;150;608,54;TRUE
UNIVERSITAS BENGKULU;ILMU KOMUNIKASI;S1;7,669616519;52;678;673,41;TRUE
UNIVERSITAS BENGKULU;ILMU LINGKUNGAAN;S1;51,02040816;25;49;618,95;TRUE
UNIVERSITAS BENGKULU;ILMU PERPUSTAKAAN;S1;33,62831858;38;113;602,38;TRUE
UNIVERSITAS BENGKULU;ILMU TANAH;S1;42,64705882;29;68;569,48;TRUE
UNIVERSITAS BENGKULU;JURNALISTIK;S1;36,8852459;45;122;584,23;TRUE
UNIVERSITAS BENGKULU;KEBIDANAN;D3;25,91093117;64;247;642,28;TRUE
UNIVERSITAS BENGKULU;KEHUTANAN;S1;30,3030303;50;165;590,68;TRUE
UNIVERSITAS BENGKULU;KEPERAWATAN;D3;14,61716937;63;431;663,94;TRUE
UNIVERSITAS BENGKULU;KIMIA;S1;106,779661;63;59;563,26;TRUE
UNIVERSITAS BENGKULU;LABORATORIUM SAINS;D3;68,91891892;51;74;562,35;TRUE
UNIVERSITAS BENGKULU;MANAJEMEN;S1;10,95596133;102;931;709,78;TRUE
UNIVERSITAS BENGKULU;MATEMATIKA;S1;91,22807018;52;57;573;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN BAHASA DAN SASTRA INDONESIA;S1;23,16176471;63;272;645,66;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN BAHASA INGGRIS;S1;23,66412214;62;262;643,47;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN BIOLOGI;S1;32,53968254;41;126;615,46;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN DOKTER;S1;4,195804196;30;715;643,2;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN FISIKA;S1;124,2424242;41;33;566,59;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI;S1;23,11827957;43;186;616,25;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN GURU SEKOLAH DASAR;S1;9,592326139;80;834;689;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN IPA;S1;50,57471264;44;87;577,83;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN JASMANI DAN KESEHATAN;S1;25;44;176;583,63;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN KIMIA;S1;91,30434783;42;46;563,5;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN LUAR SEKOLAH;S1;101,5625;65;64;561,78;TRUE
UNIVERSITAS BENGKULU;PENDIDIKAN MATEMATIKA;S1;33,60655738;41;122;614,34;TRUE
UNIVERSITAS BENGKULU;PETERNAKAN;S1;46,35761589;70;151;596,97;TRUE
UNIVERSITAS BENGKULU;PROTEKSI TANAMAN;S1;68,42105263;26;38;562,21;TRUE
UNIVERSITAS BENGKULU;SISTEM INFORMASI;S1;13,05732484;41;314;622,26;TRUE
UNIVERSITAS BENGKULU;SOSIOLOGI;S1;31,55080214;59;187;617,66;TRUE
UNIVERSITAS BENGKULU;STATISTIKA;S1;44,08602151;41;93;580,55;TRUE
UNIVERSITAS BENGKULU;TEKNIK ELEKTRO;S1;37,85714286;53;140;582;TRUE
UNIVERSITAS BENGKULU;TEKNIK INFORMATIKA;S1;7,392473118;55;744;690,22;TRUE
UNIVERSITAS BENGKULU;TEKNIK MESIN;S1;48,64864865;54;111;583,38;TRUE
UNIVERSITAS BENGKULU;TEKNIK SIPIL;S1;19,55835962;62;317;625,01;TRUE
UNIVERSITAS BENGKULU;TEKNOLOGI INDUSTRI PERTANIAN;S1;37,86982249;64;169;611,14;TRUE
UNIVERSITAS BORNEO TARAKAN;AGRIBISNIS;S1;94,73684211;54;57;563,36;TRUE
UNIVERSITAS BORNEO TARAKAN;AGROTEKNOLOGI;S1;115,1515152;38;33;532,82;TRUE
UNIVERSITAS BORNEO TARAKAN;AKUAKULTUR;S1;189,4736842;36;19;524,31;TRUE
UNIVERSITAS BORNEO TARAKAN;AKUNTANSI;S1;20,67307692;43;208;586,28;TRUE
UNIVERSITAS BORNEO TARAKAN;BIMBINGAN DAN KONSELING;S1;50,69444444;73;144;574,6;TRUE
UNIVERSITAS BORNEO TARAKAN;EKONOMI PEMBANGUNAN;S1;60,21505376;56;93;575,91;TRUE
UNIVERSITAS BORNEO TARAKAN;HUKUM;S1;41,62162162;77;185;591,83;TRUE
UNIVERSITAS BORNEO TARAKAN;HUKUM BISNIS;S1;#VALUE!;37;–;614,54;TRUE
UNIVERSITAS BORNEO TARAKAN;KEBIDANAN;D3;4,519774011;16;354;624,74;TRUE
UNIVERSITAS BORNEO TARAKAN;KEBIDANAN;S1;17,53554502;37;211;622,59;TRUE
UNIVERSITAS BORNEO TARAKAN;KEDOKTERAN;S1;10,13215859;23;227;642,74;TRUE
UNIVERSITAS BORNEO TARAKAN;KEPERAWATAN;S1;6,981132075;37;530;598,17;TRUE
UNIVERSITAS BORNEO TARAKAN;MANAJEMEN;S1;12,79620853;54;422;596,5;TRUE
UNIVERSITAS BORNEO TARAKAN;MANAJEMEN SUMBER DAYA PERAIRAN;S1;156,5217391;36;23;503,84;TRUE
UNIVERSITAS BORNEO TARAKAN;PENDIDIKAN BAHASA INDONESIA;S1;45,67901235;37;81;555,97;TRUE
UNIVERSITAS BORNEO TARAKAN;PENDIDIKAN BAHASA INGGRIS;S1;86,04651163;37;43;560,63;TRUE
UNIVERSITAS BORNEO TARAKAN;PENDIDIKAN BIOLOGI;S1;86,04651163;37;43;536,72;TRUE
UNIVERSITAS BORNEO TARAKAN;PENDIDIKAN GURU SEKOLAH DASAR;S1;37,44855967;91;243;587,73;TRUE
UNIVERSITAS BORNEO TARAKAN;PENDIDIKAN MATEMATIKA;S1;119,3548387;37;31;520,06;TRUE
UNIVERSITAS BORNEO TARAKAN;PSIKOLOGI;S1;#VALUE!;20;–;647,59;TRUE
UNIVERSITAS BORNEO TARAKAN;TEKNIK ELEKTRO;S1;55,17241379;32;58;550,4;TRUE
UNIVERSITAS BORNEO TARAKAN;TEKNIK KOMPUTER;S1;7,627118644;18;236;593,8;TRUE
UNIVERSITAS BORNEO TARAKAN;TEKNIK MESIN;S1;33,96226415;18;53;573,8;TRUE
UNIVERSITAS BORNEO TARAKAN;TEKNIK SIPIL;S1;33,57142857;47;140;581,08;TRUE
UNIVERSITAS BORNEO TARAKAN;TEKNOLOGI HASIL PERIKANAN;S1;189,4736842;36;19;527,41;TRUE
UNIVERSITAS BRAWIJAYA;ADMINISTRASI BISNIS;D3;35,36121673;93;263;622,98;TRUE
UNIVERSITAS BRAWIJAYA;ADMINISTRASI BISNIS;S1;7,662835249;140;1827;631,21;TRUE
UNIVERSITAS BRAWIJAYA;ADMINISTRASI PENDIDIKAN;S1;13,04347826;33;253;669,69;TRUE
UNIVERSITAS BRAWIJAYA;ADMINISTRASI PUBLIK;S1;9,340252039;126;1349;782,08;TRUE
UNIVERSITAS BRAWIJAYA;AGRIBISNIS;S1;17,28665208;158;914;607,85;TRUE
UNIVERSITAS BRAWIJAYA;AGRIBISNIS (PSDKU KEDIRI);S1;18,33333333;44;240;659,36;TRUE
UNIVERSITAS BRAWIJAYA;AGROBISNIS PERIKANAN;S1;19,81132075;63;318;686,45;TRUE
UNIVERSITAS BRAWIJAYA;AGROEKOTEKNOLOGI;S1;24,75247525;275;1111;771,17;TRUE
UNIVERSITAS BRAWIJAYA;AGROEKOTEKNOLOGI (PSDKU KEDIRI);S1;24;42;175;652,27;TRUE
UNIVERSITAS BRAWIJAYA;AKUAKULTUR (PSDKU KEDIRI);S1;29,8013245;45;151;646,23;TRUE
UNIVERSITAS BRAWIJAYA;AKUNTANSI;S1;6,544901065;129;1971;653,69;TRUE
UNIVERSITAS BRAWIJAYA;ANTROPOLOGI;S1;10,16949153;30;295;676,67;TRUE
UNIVERSITAS BRAWIJAYA;ARSITEKTUR;S1;6,773823192;59;871;643,67;TRUE
UNIVERSITAS BRAWIJAYA;BAHASA DAN SASTRA PRANCIS;S1;23,88059701;32;134;642,04;TRUE
UNIVERSITAS BRAWIJAYA;BIOLOGI;S1;24,58333333;59;240;620,76;TRUE
UNIVERSITAS BRAWIJAYA;BIOTEKNOLOGI;S1;10,84337349;54;498;641,97;TRUE
UNIVERSITAS BRAWIJAYA;BUDIDAYA PERAIRAN;S1;35,07853403;67;191;653,26;TRUE
UNIVERSITAS BRAWIJAYA;DESAIN GRAFIS;D3;18,82716049;61;324;688,09;TRUE
UNIVERSITAS BRAWIJAYA;EKONOMI ISLAM;S1;11,24401914;47;418;705,79;TRUE
UNIVERSITAS BRAWIJAYA;EKONOMI PEMBANGUNAN;S1;8,415841584;51;606;729,06;TRUE
UNIVERSITAS BRAWIJAYA;EKONOMI, KEUANGAN DAN PERBANKAN;S1;10,51094891;72;685;742,81;TRUE
UNIVERSITAS BRAWIJAYA;FARMASI;S1;3,057065217;45;1472;649,23;TRUE
UNIVERSITAS BRAWIJAYA;FISIKA;S1;32,71028037;35;107;613,58;TRUE
UNIVERSITAS BRAWIJAYA;HUBUNGAN INTERNASIONAL;S1;5,492154066;77;1402;787,72;TRUE
UNIVERSITAS BRAWIJAYA;ILMU AKTUARIA;S1;7,556675063;30;397;702,64;TRUE
UNIVERSITAS BRAWIJAYA;ILMU GIZI;S1;4,572396274;54;1181;774,97;TRUE
UNIVERSITAS BRAWIJAYA;ILMU HUKUM;S1;5,798479087;183;3156;810,57;TRUE
UNIVERSITAS BRAWIJAYA;ILMU KELAUTAN;S1;16,11253197;63;391;605,14;TRUE
UNIVERSITAS BRAWIJAYA;ILMU KEPERAWATAN;S1;5,155420773;68;1319;780,7;TRUE
UNIVERSITAS BRAWIJAYA;ILMU KOMUNIKASI;S1;4,22336931;90;2131;799,38;TRUE
UNIVERSITAS BRAWIJAYA;ILMU PEMERINTAHAN;S1;9,963099631;54;542;722,85;TRUE
UNIVERSITAS BRAWIJAYA;ILMU PERPUSTAKAAN;S1;8,564231738;34;397;703,05;TRUE
UNIVERSITAS BRAWIJAYA;ILMU POLITIK;S1;10,2189781;56;548;726,77;TRUE
UNIVERSITAS BRAWIJAYA;INSTRUMENTASI;S1;23,23943662;33;142;613,33;TRUE
UNIVERSITAS BRAWIJAYA;KEBIDANAN;S1;6,818181818;45;660;612,04;TRUE
UNIVERSITAS BRAWIJAYA;KEDOKTERAN;S1;2,813918306;93;3305;819,71;TRUE
UNIVERSITAS BRAWIJAYA;KEHUTANAN;S1;6,019417476;31;515;720,23;TRUE
UNIVERSITAS BRAWIJAYA;KEUANGAN DAN PERBANKAN;D3;42,63959391;84;197;654,25;TRUE
UNIVERSITAS BRAWIJAYA;KEWIRAUSAHAAN;S1;5,524861878;30;543;724,74;TRUE
UNIVERSITAS BRAWIJAYA;KIMIA;S1;27,38095238;69;252;629,73;TRUE
UNIVERSITAS BRAWIJAYA;MANAJEMEN;S1;4,809358752;111;2308;801,18;TRUE
UNIVERSITAS BRAWIJAYA;MANAJEMEN PERHOTELAN;D3;18,71165644;61;326;695,98;TRUE
UNIVERSITAS BRAWIJAYA;MANAJEMEN SUMBERDAYA PERAIRAN;S1;22,26027397;65;292;674,6;TRUE
UNIVERSITAS BRAWIJAYA;MATEMATIKA;S1;20,1320132;61;303;636,24;TRUE
UNIVERSITAS BRAWIJAYA;PARIWISATA;S1;5,64159292;51;904;764,18;TRUE
UNIVERSITAS BRAWIJAYA;PEMANFAATAN SUMBERDAYA PERIKANAN;S1;39,7515528;64;161;647,06;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN BAHASA INGGRIS;S1;14,42542787;59;409;704,47;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN BAHASA JEPANG;S1;22,58064516;28;124;639,98;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN BHS & SASTRA INDONESIA;S1;11,78247734;39;331;701,62;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN DOKTER GIGI;S1;3,533568905;50;1415;660,95;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN DOKTER HEWAN;S1;7,995618839;73;913;617,63;TRUE
UNIVERSITAS BRAWIJAYA;PENDIDIKAN TEKNOLOGI INFORMASI;S1;24,27745665;42;173;651,35;TRUE
UNIVERSITAS BRAWIJAYA;PERENCANAAN WILAYAH & KOTA;S1;7,840440165;57;727;625,25;TRUE
